7|1
9|2
10|3
12|4
13|5
15|6
16|7
18|8
19|9
21|10
22|11
24|12
25|13
27|14
28|15
30|16
31|17
33|18
34|19
36|20
37|21
39|22
40|23
42|24
43|25
45|26
46|27
48|28
49|29
51|30
52|31
54|32
55|33
57|34
58|35
60|36
61|37
63|38
64|39
66|40
67|41
69|42
70|43
72|44
73|45
75|46
76|47
78|48
79|49
81|50
82|51
84|52
85|53
87|54
88|55
90|56
91|57
93|58
94|59
96|60
97|61
99|62
100|63
102|64
103|65
105|66
106|67
108|68
109|69
111|70
112|71
114|72
115|73
117|74
118|75
120|76
121|77
123|78
124|79
126|80
127|81
129|82
130|83
132|84
133|85
135|86
136|87
138|88
139|89
141|90
142|91
144|92
145|93
147|94
148|95
150|96
151|97
153|98
154|99
156|100
157|101
159|102
160|103
162|104
163|105
165|106
166|107
168|108
169|109
171|110
172|111
174|112
175|113
177|114
178|115
180|116
181|117
183|118
184|119
186|120
187|121
189|122
190|123
192|124
193|125
195|126
196|127
198|128
199|129
201|130
202|131
204|132
205|133
207|134
208|135
210|136
211|137
213|138
214|139
216|140
217|141
219|142
220|143
222|144
223|145
225|146
226|147
228|148
229|149
231|150
232|151
234|152
235|153
237|154
238|155
240|156
241|157
243|158
244|159
246|160
247|161
249|162
250|163
252|164
253|165
255|166
256|167
258|168
259|169
261|170
262|171
264|172
265|173
267|174
268|175
270|176
271|177
273|178
274|179
276|180
277|181
279|182
280|183
282|184
283|185
285|186
286|187
288|188
289|189
291|190
292|191
294|192
295|193
297|194
298|195
300|196
301|197
303|198
304|199
306|200
307|201
309|202
310|203
312|204
313|205
315|206
316|207
318|208
319|209
321|210
322|211
324|212
325|213
327|214
328|215
330|216
331|217
333|218
334|219
336|220
337|221
339|222
340|223
342|224
343|225
345|226
346|227
348|228
349|229
351|230
352|231
354|232
355|233
357|234
358|235
360|236
361|237
363|238
364|239
366|240
367|241
369|242
370|243
372|244
373|245
375|246
376|247
378|248
379|249
381|250
382|251
384|252
385|253
387|254
388|255
390|256
391|257
393|258
394|259
396|260
397|261
399|262
400|263
402|264
403|265
405|266
406|267
408|268
409|269
411|270
412|271
414|272
415|273
417|274
418|275
420|276
421|277
423|278
424|279
426|280
427|281
429|282
430|283
432|284
433|285
435|286
436|287
438|288
439|289
441|290
442|291
444|292
445|293
447|294
448|295
450|296
451|297
453|298
454|299
456|300
457|301
459|302
460|303
462|304
463|305
465|306
466|307
468|308
469|309
471|310
472|311
474|312
475|313
477|314
478|315
480|316
481|317
483|318
484|319
486|320
487|321
489|322
490|323
492|324
493|325
495|326
496|327
498|328
499|329
501|330
502|331
504|332
505|333
507|334
508|335
510|336
511|337
513|338
514|339
516|340
517|341
519|342
520|343
522|344
523|345
525|346
526|347
528|348
529|349
531|350
532|351
534|352
535|353
537|354
538|355
540|356
541|357
543|358
544|359
546|360
547|361
549|362
550|363
552|364
553|365
555|366
556|367
558|368
559|369
561|370
562|371
564|372
565|373
567|374
568|375
570|376
571|377
573|378
574|379
576|380
577|381
579|382
580|383
582|384
583|385
585|386
586|387
588|388
589|389
591|390
592|391
594|392
595|393
597|394
598|395
600|396
601|397
603|398
604|399
606|400
607|401
609|402
610|403
612|404
613|405
615|406
616|407
618|408
619|409
621|410
622|411
624|412
625|413
627|414
628|415
630|416
631|417
633|418
634|419
636|420
637|421
639|422
640|423
642|424
643|425
645|426
646|427
648|428
649|429
651|430
652|431
654|432
655|433
657|434
658|435
660|436
661|437
663|438
664|439
666|440
667|441
669|442
670|443
672|444
673|445
675|446
676|447
678|448
679|449
681|450
682|451
684|452
685|453
687|454
688|455
690|456
691|457
693|458
694|459
696|460
697|461
699|462
700|463
702|464
703|465
705|466
706|467
708|468
709|469
711|470
712|471
714|472
715|473
717|474
718|475
720|476
721|477
723|478
724|479
726|480
727|481
729|482
730|483
732|484
733|485
735|486
736|487
738|488
739|489
741|490
742|491
744|492
745|493
747|494
748|495
750|496
751|497
753|498
754|499
756|500
